PersonId,ProjectId,Language,Task Description
92,959,English,"Fachliche Unterstützung der Projektleiter / Teilprojektleiter im Geldverkehr und Finanzierung, sowie verantwortliche für das Ressourcenmanagement bezüglich der Entwicklungsteams"
92,959,German,"Fachliche Unterstützung der Projektleiter / Teilprojektleiter im Geldverkehr und Finanzierung, sowie verantwortliche für das Ressourcenmanagement bezüglich der Entwicklungsteams"
92,960,English,"Test Management, Planung und Design"
92,960,German,"Test Management, Planung und Design"
92,960,English,"Coaching von Mitarbeiter des Kunden in der Erstellung von Testszenarios und TestCases aufgrund von UseCases, sowie bei der Testdurchführung"
92,960,German,"Coaching von Mitarbeiter des Kunden in der Erstellung von Testszenarios und TestCases aufgrund von UseCases, sowie bei der Testdurchführung"
92,960,English,Erstellen von Unittests basieren auf dem JUnit-Framework
92,960,English,Analyse und Review von Fachanforderungen
92,960,German,Analyse und Review von Fachanforderungen
92,961,German,Coaching von Mitarbeiter des Kunden in Java und OO Technologie
92,961,German,Software Engineering in einer Java-GUI Applikation
92,961,German,Implementation der Software und Unterstützung des Benutzers beim Testing
92,962,German,Projektleitung für das Teilprojekt Auftragswesen und Teamleiter des Entwicklungsteams mit 4 Entwicklern
92,962,German,Erarbeiten und dokumentieren der Schnittstellen zu den anderen Systemen
92,963,German,"Analyse, Design, Entwicklung und Testing"
92,963,German,Analyse und Review von Fachanforderungen
92,963,German,Koordination mit Benutzern und Fachvertretern
92,964,German,Analyse der bestehenden Prozesse und Dokument
92,964,German,"Coaching bei der Definition und Dokumentation von neuen, optimierten Prozessen"
92,965,German,Setup des Teilprojektes Test und Teamleitung
92,965,German,Test Planung und Design
92,965,German,Coaching von Mitarbeiter des Kunden in der Erstellung von Testszenarios und TestCases aufgrund von UseCases.
92,965,German,Analyse und Review von Fachanforderungen
92,966,German,Test Management und Teamleitung eines Teams von 5 Personen
92,966,English,Test Management und Teamleitung eines Teams von 5 Personen
92,966,German,Test Planung und Design
92,966,English,Test Planung und Design
92,966,English,Coaching von Mitarbeiter des Kunden in der Erstellung von Testszenarios und TestCases aufgrund von UseCases.
92,966,German,Koordination mit Business Vertretern
92,966,English,Koordination mit Business Vertretern
92,966,German,Analyse und Review von Fachanforderungen
92,966,English,Analyse und Review von Fachanforderungen
92,967,German,Analyse der bestehenden Prozesse und Dokument
92,967,English,Analyse der bestehenden Prozesse und Dokument
92,967,German,"Definition von neuen, optimierten Prozessen"
92,967,English,"Definition von neuen, optimierten Prozessen"
92,967,German,"Erstellen von Beschreibungen, Checklisten und Vorlagen"
92,967,English,"Erstellen von Beschreibungen, Checklisten und Vorlagen"
92,967,German,Unterstützung des „Corporate Design“-Abteilung
92,967,English,Unterstützung des „Corporate Design“-Abteilung
92,968,German,"Test Management, Planung, Definition und Koordination"
92,968,German,Coaching des kundenseitigen Testverantwortlichen
92,969,German,Projektsetup und Unterstützung bei der Vertragsausarbeitung
92,969,German,Planung und Koordination
92,970,German,Coverage Analyse
92,970,English,Coverage Analyse
92,970,German,SOLL-Testprozess Defintion
92,970,German,Coaching der Mitarbeiter
167,971,German,Durchführung Business Analyse
167,971,German,Erstellen/Auswerten einer Coverage Analyse inkl. Erarbeitung von Massnahmepakete
167,971,German,Durchführung von Requirements Engineering
167,971,German,Unterstützung beim Planen vom Quality Assurance/Control Aktivitäten
167,971,German,Erstellung Tool-Analysen für Requirements Engineering/Quality Management
167,971,German,Durchführung Process Improvement (Document and Change Management Process)
167,972,German,Ermitteln der Anforderungen
167,972,German,Realisierung des Tools
167,973,German,Durchführung von Code Reviews
167,973,German,Durchführung von Korrekturen aus dem Code-Review für das Erlangen der Produktionsreife
167,973,German,Durchführen der Integrationstests (Hardware/Software)
167,974,German,Bestimmen des Ist-Zustands der vorhergehenden Applikations-Versionen
167,974,German,Definieren des Soll-Zustands für die neue zu entwickelnden Versionen
167,974,German,Umsetzten der Anforderungen aufgrund der Spezifikationen
167,974,German,Durchführen von Funktionstests
167,974,German,Schulen der Tool-Anwender
167,975,German,Durchführung von Analysen und Machbarkeitsstudien
167,975,German,Aufwand- und Kostenschätzung
167,975,German,Anpassen/Erweitern des Softwaredesigns
167,975,German,Durchführung der Software-Portierung
167,975,German,Implementierung der Software-Erweiterungen
167,975,German,Durchführung von Funktionstests
167,975,German,Integration der Testanlage in der Produktion
167,975,German,Validierung (FDA proved)
167,976,German,Erstellen der Spezifikationen
167,976,German,Implementierung der Spezifikationen
167,976,German,Durchführen von Funktionstests
167,977,German,Erfassen von Anforderungen der Stakeholder
167,977,German,Konzepterarbeitung
167,977,German,Präsentation der Konzepte dem Auftraggeber
167,978,German,Implementierung der Benutzeroberfläche vom mobilen Bediengerät (PDA)
167,978,German,Teilimplementierung der Kommunikation zwischen Fixstation und mobilem Bediengerät
167,978,German,Durchführen von Funktionstests
167,979,German,Einholen von Offerten für die Standard Barcode-Druckstationen
167,979,German,Durchführung von Aufwand- und Kostenschätzung
167,979,German,Vergabe und Koordination der Mechanik an externe Hersteller
167,979,German,Zusammenbau der mechanischen Aufnahme für den Prüfling
167,979,German,Erstellen des Software-Designs
167,979,German,Realisierung der Software
167,979,German,Durchführen von Tests
167,979,German,Integration der Barcodedruckstationen in die Produktion
167,979,German,Vorbereitung und Mithilfe bei der Validierung
167,980,German,Durchführung von Aufwand- und Kostenschätzungen
167,980,German,Einholen von Offerten für die Herstellung der Testsysteme
167,980,German,Koordination der Montagearbeiten der internen und externen Mitarbeiter
167,980,German,Integration der Testsysteme in der automatisierten Produktion
167,980,German,Vorbereitung und Mithilfe bei der Validierung
167,981,German,Einholen der Bedürfnisse aller Stakeholder
167,981,German,Realisation von Konzepten
167,981,German,Machbarkeit abklären
167,981,German,Präsentieren der Konzepte
167,981,German,Zusammenbau des Prototypen im Team
167,981,German,Dokumentation der Montage/Verdrahtung
167,981,German,Inbetriebnahme
167,982,German,Montage der  Mechanik
167,982,German,Realisierung des Verdrahtungskonzepts
167,982,German,Verdrahtung des Einpresshalbautomaten
167,982,German,Einholen von Sicherheitsvorschriften für automatisierte Systeme
167,982,German,Realisieren des Software-Designs
167,982,German,Realisieren der Software
167,982,German,Durchführen von Funktionstests
167,982,German,Unterstützung bei der Validierung
167,983,German,Ableiten der Spezifikationen aufgrund der Anforderungen
167,983,German,Realisierung Design für Hard- und Software
167,983,German,Realisierung der Hard- und Software
167,983,German,Durchführen von Funktionstests
167,983,German,Vervielfachen des Batteriesimulators im Produktionsprozess
167,983,German,Durchführung der Integrationstests
167,983,German,Unterstützung bei der Validierung
167,984,German,Einholen von neuen/geänderten Bedürfnisse aller Stakeholder
167,984,German,Durchführung von Aufwand- und Kostenschätzungen
167,984,German,Mitentwicklung einer Bilderverarbeitungssoftware
167,984,German,Mitentwicklung einer akustischen Datenerfassungssoftware
167,984,German,Mitentwicklung einer taktilen Datenerfassungssoftware (Vibrationsdetektion)
167,984,German,Anbindung der Applikation an eine neue Datenbank
167,984,German,Tragen der Verantwortung für das Vervielfachen der optimierten Testsysteme (4 Stück)
167,984,German,Koordination von externen Mitarbeiter
167,984,German,Integration in die produktive Umgebung und Anbindung an Datenbank und Robot-System
167,984,German,Mithilfe bei den Integrationstests
167,984,German,Vorbereitung und Mithilfe bei der Validierung
167,985,German,Einholen von neuen/geänderten Bedürfnisse aller Stakeholder
167,985,German,Durchführung von Aufwand- und Kostenschätzungen
167,985,German,Anpassen der Dokumente aufgrund der neuen Anforderungen
167,985,German,Koordination der Entwicklungs- und Montagearbeiten von interner und externer Mitarbeiter
167,985,German,Integration in die produktive Umgebung und Anbindung an Datenbank und Robot-System
167,985,German,Mithilfe bei den Integrationstests
167,985,German,Vorbereitung und Mithilfe bei der Validierung
167,986,German,Implementierung der Spezifikationen
167,986,German,Durchführen von Funktionstests
167,987,German,Design und Implementierung des Infrarot-Kommunikationsmodul
167,987,German,Durchführen von Funktionstests
167,987,German,Vorbereitung für die Verifizierung und Validierung
167,988,German,Koordination und Controlling der externen Software-Entwicklung
167,988,German,Durchführen von Funktionstests
167,988,German,Vorbereitung der Verifizierung und Validierung
167,989,German,Übernahme des bereits gestarteten Projekts
167,989,German,Koordination der externen Hard- und Software-Entwicklung im internationalen Umfeld
167,990,German,Durchführen von CAPA’s (Corrective Action Preventive Action)
167,990,German,Einholen der Anforderungen bezüglich Bluetooth
167,990,German,Durchführung von Machbarkeitsstudien
167,990,German,Durchführung einer Risikoanalyse
167,990,German,Erweiterung des Softwaredesigns
167,990,German,Erweiterung der Software
167,990,German,Durchführen von Fehlermöglichkeits- und Einflussanalyse (FMEA)
167,990,German,Durchführen von Tests (Bluetooth spezifisch)
167,990,German,Integration des Testsystems in die Produktion
167,990,German,Vorbereitung und Mithilfe bei der Validierung
167,991,German,Einholen der Anforderung und ableiten der Spezifikationen
167,991,German,Realisation des Hard- und Softwarekonzepts
167,991,German,Koordination von Mechanik- und Pneumatik-Lieferanten
167,991,German,Zusammenbau der Mechanik/Pneumatik
167,991,German,Realisieren des Software-Designs
167,991,German,Realisieren der Software
167,991,German,Durchführen von Funktionstests
167,991,German,Unterstützung bei der Validierung
167,992,German,Erstellen von Konzepte aufgrund der Visionen/Features.
167,992,German,Abklärungen von Abhängigkeiten in einem komplexen Systemumfeld.
167,992,German,Ausarbeiten von Lösungen zusammen mit dem Kunden und dessen Partnern.
167,992,German,Abgleich der Anforderungen mit der Technik (Machbarkeit).
167,992,German,Erarbeiten/Aktualisieren der betroffenen Geschäftsprozesse.
93,993,German,Planung und Koordination des Testteams
93,993,German,Test Analyse und Design
93,993,German,Erstellung und Review von Testfällen
93,994,German,Test Management
93,994,German,Test Design und Ausführung
93,994,German,"Entwicklung eines Testfallverwaltungstools in Excel. Dies beinhaltet die Verwaltung von Testfällen, dem Ausführungsstatus der Testfälle und die bei der Ausführung der Testfälle gefundenen Defects."
93,996,German,Testplanung der Iterationen
93,997,German,Entwerfen eines Testprozess bezüglich aller Testaktivitäten.
93,997,German,Entwerfen von Vorlagen für die Testdokumente
93,997,German,Entwurf und Beschrieb aller Rollen und Stellen innerhalb des Testprozesses
93,997,German,Entwerfen des Defectfluss/ Defectprozess
93,997,German,Erstellen eines Handbuch bezüglich Testmethodologie
93,997,German,"Konzeption, Erstellung und Durchführung des Trainings für die Mitglieder der Testorganisation auf den neuen Testprozess"
93,998,German,Design und Ausführung von Testfällen
93,998,German,Review von SW-Designdokumentationen
93,999,German,Analyse der bestehenden Arbeitsweisen im Testing
93,999,German,Erarbeitung von Testverfahren
93,999,German,Evaluation und Einführung eines Werkzeuges für Bugtracking und Test Case Verwaltung
93,999,German,Ausrichtung des Testings an agiles Entwicklungsvorgehen
93,999,German,Testfall Design und Testfall Ausführung
93,999,German,Exploratives Testing
93,999,German,Entwicklung eines Scrum Projektmanagement Tools (Burndown Chart)
93,999,German,Verfassen des Testkonzepts
93,1000,German,Verantwortlich für das Design von Testfällen und die Testausführung einer Bank Software
93,1000,German,Verwaltung und Instandsetzung der Testumgebung
93,1000,German,Design und Ausführung von Testfällen
93,1000,German,Vorbereiten der Release Test Phase
93,1000,German,Review von SW-Designdokumentationen
93,1001,German,"Entwicklung von einem integralen Testcase-, und Change Request- Manager Tools, inkl. eines umfangreichen Suchmechanismus in MS Access (VBA). Access diente bei diesem Tool als Frontend. Als Backend fungiert eine MS SQL Datenbank."
93,1002,German,Design und Ausführung von Testfällen
93,1002,German,Vorbereitung von Testdaten für Benutzertests und Integrationstests
93,1002,German,"Entwicklung von SQL-Scripts für Update und Restore, Prozeduren für die effizientere Handhabung der Testdaten"
93,1002,German,Schaltstelle zwischen IT und Business
93,1002,German,Qualitätsverbesserungs-Massnahmen ausarbeiten und umsetzen
93,1005,German,Planung der zu testenden Applikationen
93,1005,German,Unterstützung bei der Testausführung
94,1006,German,Sammeln und konsolidieren von relevanten Inhalten
94,1006,German,Erstellen der ESARR 6 konformen Dokumente
94,1006,German,Walkthrought und Reviews durchführen
94,1007,German,"Design, Entwicklung und Implementation von verschiedenen Modulen eines Blutanalysegerätes"
